300	0.19208
301	0.17566
302	0.16797
303	0.15985
304	0.15335
305	0.14584
306	0.14671
307	0.14319
308	0.13673
309	0.13152
310	0.12749
311	0.12273
312	0.11771
313	0.11342
314	0.10965
315	0.10564
316	0.10103
317	0.09776
318	0.0928
319	0.08963
320	0.08643
321	0.08305
322	0.08182
323	0.0786
324	0.07629
325	0.07428
326	0.07294
327	0.0714
328	0.06963
329	0.06795
330	0.06696
331	0.06555
332	0.06352
333	0.06151
334	0.05981
335	0.05937
336	0.05843
337	0.05664
338	0.05573
339	0.05495
340	0.05502
341	0.05423
342	0.05336
343	0.05278
344	0.05179
345	0.05124
346	0.05048
347	0.05035
348	0.05006
349	0.04924
350	0.04883
351	0.04866
352	0.04819
353	0.04774
354	0.04733
355	0.04642
356	0.04634
357	0.04623
358	0.04602
359	0.04611
360	0.04597
361	0.04572
362	0.04555
363	0.0451
364	0.04559
365	0.04538
366	0.04509
367	0.04524
368	0.04515
369	0.04504
370	0.04485
371	0.04495
372	0.04448
373	0.04478
374	0.04485
375	0.04492
376	0.04471
377	0.04483
378	0.04507
379	0.04514
380	0.04503
381	0.04492
382	0.04471
383	0.04443
384	0.04416
385	0.04376
386	0.04352
387	0.04277
388	0.04253
389	0.04222
390	0.04195
391	0.04163
392	0.04131
393	0.04109
394	0.04099
395	0.04109
396	0.04099
397	0.04091
398	0.04092
399	0.04105
400	0.04105
401	0.04112
402	0.04124
403	0.04128
404	0.04143
405	0.04124
406	0.04114
407	0.04106
408	0.04085
409	0.04066
410	0.0406
411	0.04031
412	0.04021
413	0.03992
414	0.03969
415	0.03955
416	0.03966
417	0.03941
418	0.03923
419	0.03914
420	0.03917
421	0.039
422	0.03903
423	0.03888
424	0.03882
425	0.03894
426	0.03888
427	0.03889
428	0.03876
429	0.03853
430	0.03841
431	0.0383
432	0.03813
433	0.03801
434	0.03787
435	0.03781
436	0.03772
437	0.03767
438	0.03766
439	0.03749
440	0.03745
441	0.03737
442	0.0374
443	0.03728
444	0.0372
445	0.03714
446	0.03722
447	0.03705
448	0.03703
449	0.03699
450	0.03693
451	0.0368
452	0.03676
453	0.03674
454	0.0367
455	0.0367
456	0.03679
457	0.0368
458	0.03674
459	0.03679
460	0.03673
461	0.03664
462	0.03677
463	0.03677
464	0.03683
465	0.0369
466	0.03688
467	0.03697
468	0.03702
469	0.03706
470	0.03709
471	0.03714
472	0.0372
473	0.03722
474	0.0372
475	0.03728
476	0.03735
477	0.03737
478	0.0374
479	0.03746
480	0.03745
481	0.03749
482	0.03748
483	0.03741
484	0.03748
485	0.03751
486	0.03757
487	0.03763
488	0.03767
489	0.03777
490	0.03781
491	0.03801
492	0.03813
493	0.03822
494	0.03836
495	0.03859
496	0.03879
497	0.03894
498	0.03912
499	0.03941
500	0.03966
501	0.03992
502	0.04022
503	0.04059
504	0.04085
505	0.04105
506	0.04134
507	0.04158
508	0.04195
509	0.04222
510	0.04236
511	0.0425
512	0.04271
513	0.04282
514	0.04298
515	0.04314
516	0.04329
517	0.04341
518	0.04349
519	0.04355
520	0.04366
521	0.04367
522	0.04381
523	0.04395
524	0.04404
525	0.04427
526	0.04445
527	0.04486
528	0.04527
529	0.04556
530	0.04594
531	0.04646
532	0.04712
533	0.04788
534	0.04857
535	0.04936
536	0.05013
537	0.05116
538	0.05228
539	0.05342
540	0.05444
541	0.0556
542	0.05679
543	0.05797
544	0.05916
545	0.06032
546	0.06145
547	0.06253
548	0.06349
549	0.06432
550	0.06516
551	0.06583
552	0.06635
553	0.06685
554	0.06726
555	0.06744
556	0.06755
557	0.06769
558	0.06773
559	0.0676
560	0.06744
561	0.06725
562	0.067
563	0.06667
564	0.06648
565	0.06627
566	0.06612
567	0.06602
568	0.06599
569	0.0661
570	0.06641
571	0.06683
572	0.06744
573	0.06827
574	0.06923
575	0.0705
576	0.07201
577	0.07381
578	0.07573
579	0.07785
580	0.08034
581	0.08313
582	0.086
583	0.08919
584	0.09267
585	0.09616
586	0.09978
587	0.10327
588	0.1069
589	0.1106
590	0.11435
591	0.11806
592	0.12155
593	0.12492
594	0.12787
595	0.13058
596	0.13313
597	0.1353
598	0.13707
599	0.13847
600	0.13936
601	0.13991
602	0.13994
603	0.13947
604	0.1385
605	0.1371
606	0.13535
607	0.13319
608	0.13062
609	0.12772
610	0.12463
611	0.12146
612	0.11813
613	0.11475
614	0.11153
615	0.1084
616	0.10544
617	0.10287
618	0.10074
619	0.09892
620	0.09753
621	0.0966
622	0.09608
623	0.09596
624	0.09639
625	0.09715
626	0.09836
627	0.10005
628	0.1021
629	0.10464
630	0.10764
631	0.11076
632	0.11435
633	0.11841
634	0.12271
635	0.12727
636	0.13231
637	0.13795
638	0.14384
639	0.15019
640	0.15703
641	0.16418
642	0.1713
643	0.17876
644	0.18636
645	0.19395
646	0.20168
647	0.20908
648	0.21619
649	0.22295
650	0.22893
651	0.23418
652	0.23854
653	0.24176
654	0.24385
655	0.24472
656	0.24437
657	0.24261
658	0.23953
659	0.23509
660	0.22942
661	0.2226
662	0.21466
663	0.20599
664	0.19653
665	0.18672
666	0.17662
667	0.16618
668	0.15559
669	0.14519
670	0.13509
671	0.12524
672	0.11632
673	0.10789
674	0.09982
675	0.09242
676	0.08553
677	0.07915
678	0.07347
679	0.06841
680	0.06389
681	0.05995
682	0.05669
683	0.0538
684	0.05115
685	0.04872
686	0.04671
687	0.04503
688	0.04352
689	0.04219
690	0.04106
691	0.04012
692	0.03931
693	0.03859
694	0.03799
695	0.03746
696	0.03703
697	0.03671
698	0.03644
699	0.03622
700	0.03595
701	0.03578
702	0.03569
703	0.03555
704	0.03551
705	0.03543
706	0.03529
707	0.03532
708	0.03534
709	0.0352
710	0.03517
711	0.03508
712	0.03502
713	0.03493
714	0.03484
715	0.03474
716	0.03474
717	0.03462
718	0.03462
719	0.03459
720	0.03456
721	0.03455
722	0.03452
723	0.03447
724	0.03447
725	0.03445
726	0.03448
727	0.03452
728	0.03444
729	0.03441
730	0.03439
731	0.03441
732	0.03444
733	0.03452
734	0.03453
735	0.03452
736	0.03445
737	0.03444
738	0.0345
739	0.03448
740	0.03448
741	0.03442
742	0.03439
743	0.03442
744	0.03442
745	0.03441
746	0.03442
747	0.03448
748	0.03448
749	0.03448
750	0.0345
751	0.03458
752	0.03456
753	0.03453
754	0.03459
755	0.03459
756	0.03453
757	0.03458
758	0.03462
759	0.03453
760	0.03452
761	0.03452
762	0.03459
763	0.03462
764	0.03462
765	0.03456
766	0.03456
767	0.03465
768	0.0347
769	0.03468
770	0.03468
771	0.03467
772	0.03464
773	0.03465
774	0.03465
775	0.03468
776	0.03471
777	0.03473
778	0.03482
779	0.03485
780	0.03481
781	0.03479
782	0.03479
783	0.03482
784	0.03482
785	0.0349
786	0.03494
787	0.0349
788	0.03491
789	0.03497
790	0.03497
791	0.035
792	0.03497
793	0.035
794	0.03502
795	0.03508
796	0.03508
797	0.03503
798	0.0351
799	0.0351
800	0.03503
801	0.03506
802	0.035
803	0.035
804	0.03506
805	0.03508
806	0.03506
807	0.03505
808	0.03506
809	0.03508
810	0.0351
811	0.03516
812	0.03516
813	0.03523
814	0.03523
815	0.0352
816	0.03522
817	0.03522
818	0.0351
819	0.03513
820	0.03522
821	0.03525
822	0.03517
823	0.03525
824	0.0352
825	0.03525
826	0.03529
827	0.03522
828	0.03528
829	0.03537
830	0.03522
831	0.03517
832	0.03539
833	0.03534
834	0.03522
835	0.03523
836	0.03529
837	0.03523
838	0.03531
839	0.03532
840	0.03531
841	0.03529
842	0.03534
843	0.03539
844	0.03535
845	0.03548
846	0.03537
847	0.03546
848	0.03545
849	0.03552
850	0.03545
851	0.03557
852	0.03561
853	0.03571
854	0.03575
855	0.03584
856	0.036
857	0.03615
858	0.0363
859	0.03648
860	0.03676
861	0.037
862	0.03728
863	0.03769
864	0.03804
865	0.03844
866	0.03873
867	0.03891
868	0.03899
869	0.03893
870	0.03882
871	0.0386
872	0.03836
873	0.03804
874	0.03764
875	0.03722
876	0.03674
877	0.03635
878	0.03606
879	0.03584
880	0.03566
881	0.0356
882	0.03552
883	0.03542
884	0.03534
885	0.03528
886	0.03519
887	0.0351
888	0.03503
889	0.03496
890	0.03497
891	0.03497
892	0.03496
893	0.03493
894	0.03496
895	0.03494
896	0.03488
897	0.03488
898	0.03484
899	0.03479
900	0.03482
901	0.03481
902	0.03479
903	0.03482
904	0.03474
905	0.0347
906	0.03465
907	0.03468
908	0.03464
909	0.03461
910	0.03459
911	0.03465
912	0.03487
913	0.0349
914	0.03482
915	0.0347
916	0.03459
917	0.0345
918	0.03441
919	0.03455
920	0.03479
921	0.03481
922	0.03474
923	0.03438
924	0.03442
925	0.03453
926	0.03456
927	0.03432
928	0.03433
929	0.03461
930	0.03461
931	0.03436
932	0.03438
933	0.03467
934	0.03453
935	0.03435
936	0.03464
937	0.03442
938	0.03438
939	0.03455
940	0.03448
941	0.03448
942	0.03455
943	0.03444
944	0.0345
945	0.03447
946	0.03452
947	0.03458
948	0.03459
949	0.03456
950	0.03461
951	0.03456
952	0.03461
953	0.03459
954	0.03464
955	0.03455
956	0.0345
957	0.03461
958	0.03445
959	0.03462
960	0.03453
961	0.03467
962	0.03453
963	0.03462
964	0.0345
965	0.03462
966	0.0345
967	0.03459
968	0.03452
969	0.03453
970	0.03464
971	0.03453
972	0.03465
973	0.03467
974	0.03464
975	0.03467
976	0.03467
977	0.03465
978	0.03471
979	0.03471
980	0.0347
981	0.0347
982	0.03467
983	0.03473
984	0.03476
985	0.03468
986	0.03468
987	0.03473
988	0.03468
989	0.03471
990	0.03471
991	0.03479
992	0.03477
993	0.03477
994	0.03485
995	0.03482
996	0.03471
997	0.03479
998	0.0349
999	0.03477
1000	0.03473
1001	0.03481
1002	0.03494
1003	0.03485
1004	0.03481
1005	0.03488
1006	0.03502
1007	0.03503
1008	0.03493
1009	0.03496
1010	0.03493
1011	0.035
1012	0.03516
1013	0.03516
1014	0.03522
1015	0.03517
1016	0.03508
1017	0.03508
1018	0.03513
1019	0.03514
1020	0.03517
1021	0.03517
1022	0.03517
1023	0.03519
1024	0.03516
1025	0.03516
1026	0.0352
1027	0.03519
1028	0.0352
1029	0.03525
1030	0.03523
1031	0.03523
1032	0.03528
1033	0.03529
1034	0.03529
1035	0.03528
1036	0.03531
1037	0.03539
1038	0.03543
1039	0.03546
1040	0.0354
1041	0.03545
1042	0.03549
1043	0.03549
1044	0.03552
1045	0.03563
1046	0.03568
1047	0.03571
1048	0.03571
1049	0.03581
1050	0.03584
1051	0.03583
1052	0.03581
1053	0.03583
1054	0.03578
1055	0.03577
1056	0.03593
1057	0.03609
1058	0.03618
1059	0.03613
1060	0.03596
1061	0.0359
1062	0.03593
1063	0.03593
1064	0.03598
1065	0.03598
1066	0.03596
1067	0.03595
1068	0.03589
1069	0.0359
1070	0.03603
1071	0.03619
1072	0.03615
1073	0.0361
1074	0.03604
1075	0.03624
1076	0.03641
1077	0.03645
1078	0.03635
1079	0.03618
1080	0.03665
1081	0.0368
1082	0.0365
1083	0.03625
1084	0.0365
1085	0.03679
1086	0.03668
1087	0.03651
1088	0.03683
1089	0.03691
1090	0.03659
1091	0.03673
1092	0.03716
1093	0.03702
1094	0.03691
1095	0.03729
1096	0.0374
1097	0.03737
1098	0.03778
1099	0.03787
1100	0.03772
